co_cli;tip_cli;cli_des;ven_des
"294442005       ";"00    ";INVERSIONE GO & GO C.A.;ELVIS MERCADO
"294463410       ";"00    ";ALIPLUS TRANSPORTE Y EQUIPOS C.A.;OFICINA
"294532357       ";"00    ";AUTOLAVADO FULL LIMPIO GUATIRE, C.A.;FRANCISCO GIL
"294591205       ";"00    ";MULTISERVICIOS PROCAR SERVICE;RICARDO NATERA
"294622038       ";"00    ";AUTOPARTES MUNICH PH 168 C.A.;GABRIEL RAMIREZ
"294651232       ";"00    ";AUTO REPUESTOS Y ACCESORIOS MEDIA VUELTA C.A;RODRIGUEZ JOSE GERARDO
"294692540       ";"00    ";LUBRICANTES KURPINCA, C.A.;DORIALIS MUCHELL
"294714560       ";"00    ";DOBELL SERVICE C.A.;JOEL PETIT
"294725295       ";"00    ";KOTUSA MOTORS C.A.;LENIN GONZALEZ
"2947809870      ";"00    ";SERVICIO INDUSTRIAL AGROPECUARIO LIMONCITO C.A.;RM OFICINA
"294844073       ";"00    ";INTEGRAL SOLUTION T.I., C.A.;OFICINA
"294862780       ";"00    ";SERVICIO DE ELEVADORES SAN DIEGO 2008 C.A.;RM OFICINA
"294890172       ";"00    ";INVERSIONES R.E.A.C.A;HEMIL GUERRERO
"294895417       ";"00    ";G & E INVERSIONES, C.A;"pendiente "
"294897916       ";"00    ";INVERSIONES 6479 C.A;OFICINA/ LUIS PULIDO
"294918778       ";"00    ";INVERSIONES L.T.H 2000, C.A;DORIALIS MUCHELL
"294933726       ";"00    ";TECNI CAUCHOS CHIRICA, C.A.;RM OFICINA
"294993575       ";"00    ";INTEREPRESENTACIONES OT, C.A.;MARIA ESCORIHUELA
"295061536       ";"00    ";ASOCIACION COOPERATIVA LA ESQUINA DEL LUBRICANTE 9999 R.L;GABRIEL RAMIREZ
"295067542       ";"00    ";REPUESTOS PEDMAR C.A.;HEMIL GUERRERO
"295188315       ";"00    ";REPUESTOS DON JOSE 9007 C.A.;LENIN GONZALEZ
"295232322       ";"00    ";GUARICAUCHO DEL OESTE C.A.;OFICINA
"295294247       ";"00    ";RUEDAS DE ESTILO, C.A.;JOHENDER GIRO
"295326386       ";"00    ";CREACIONES PICARA'S C.A;ALEXANDER REVEROL
"295330324       ";"00    ";TECNO DIESEL ACC C.A.;LENIN GONZALEZ
"295336284       ";"00    ";AUTOLAVADO Y ENGRASE CAMPANITA 2007 C.A.;LENIN GONZALEZ
"295349335       ";"00    ";LUBRICAUCHOS LA FEDERACION C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"295351887       ";"00    ";SERVICOHEN AR C.A.;DOUGLAS BOCOURT
"295373031       ";"00    ";REPRESENTACIONES GIOMARCAR C.A;LUIS CARRILLO
"295377061       ";"00    ";OPERADORA DE TRANSPORTE Y CARGA OTC;OFICINA
"295384220       ";"00    ";METALMECANICA PROSOLMETAL, C.A;MERCADOLIBRE
"295417837       ";"00    ";INVERSIONES GILUVEN C.A.;OFICINA
"295425880       ";"00    ";DISTRIBUIDORA MONTERREY S.A.;OFICINA
"295446233       ";"00    ";PRODUCTOS LACTEOS CORREA C.A.;ALEXANDER JOSE MALPICA GARCIA
"295473343       ";"00    ";100% DIESEL VZLA C.A.;STEFANNY JUDITH DUARTE ALAMBARRIO
"295479026       ";"00    ";AUTO ACCESORIOS DA SILVA C.A.;CARLOS ALFREDO VILLALOBOS CARUCI
"295553056       ";"00    ";REMASO C.A.;JOSE FELIX ALVAREZ
"295557604       ";"00    ";INVERSIONES Y SUMINISTROS ARAGUA, C.A;RODRIGUEZ JOSE GERARDO
"295585004       ";"00    ";TODO FILTROS C.A;ALEXANDER REVEROL
"295589930       ";"00    ";TRANSPORTE HERMANOS REGUEIRO C.A.;JOHENDER GIRO
"295607741       ";"00    ";MOTO EXPRESS 1450 C.A.;LENIN GONZALEZ
"295662572       ";"00    ";INTER CAUCHOS SRINAI C.A.;MARIA ESCORIHUELA
"295669070       ";"00    ";COMERCIALIZADORA MASTER C.A;ALEXANDER REVEROL
"295721943       ";"00    ";INVERSIONES MR. PIPO, C.A;HÉCTOR JOSE JARAMILLO MORENO
"295755090       ";"00    ";T & H PRODUCCIONES C.A.;MERCADEO
"295769865       ";"00    ";TRANSPORTE ACACIO J.M C.A;RODRIGUEZ JOSE GERARDO
"295770944       ";"00    ";CENTRO DE LUBRICACION CHIRGUA, C.A.;"pendiente "
"295849567       ";"00    ";MULTISERVICIOS DAKAR C.A.;FRANCISCO CARVAJAL
"295858361       ";"00    ";INVERSIONES F RAMIREZ, C.A.;RICARDO NATERA
"295862784       ";"00    ";INVERSIONES ATIP C.A.;DOUGLAS BOCOURT
"295904576       ";"00    ";ALIMENTOS PRODALVA, C.A.;DOUGLAS BOCOURT
"295922639       ";"00    ";NEUMASTER 28, C.A.;FRANCISCO CARVAJAL
"296005435       ";"00    ";RAFCARS EXPRESS C.A.;GABRIEL RAMIREZ
"296039640       ";"00    ";TRANSPORTE YUTICO II C.A.;JESUS HENRIQUE FIGUEROA PARILLI
"296042420       ";"00    ";DICOLA DISTRIBUCIONES C.A.;JOSE FELIX ALVAREZ
"296071291       ";"00    ";INVERCAUCHOS ALEX C.A.;OFICINA
"296138583       ";"00    ";TODO CAUCHOS C.A.;JOEL PETIT
"296212767       ";"00    ";IMPLEMENTOS DOBLE & MOCHA C.A.;LENIN GONZALEZ
"296228990       ";"00    ";FULL FRIO C.A.;FREDDY EGUI
"296237638       ";"00    ";TIRE CENTER LOS PROCERES, C.A.;OFICINA
"296255970       ";"00    ";RUEDAS LA CARLOTA C,A.;JOHENDER GIRO
"296282579       ";"00    ";RG CONSTRUCTORES 2515, C.A.;JOSE FELIX ALVAREZ
"296343748       ";"00    ";NEUMATICOS MEZA C.A.;OFICINA
"296356467       ";"00    ";CAUCHOS F.J, C.A.;JOHENDER GIRO
"296364486       ";"00    ";TALLER ELECTRO MECANICA EL INTOCABLE C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"296423466       ";"00    ";CAUCHOS UNIVERSAL DCS C.A.;MARIA ESCORIHUELA
"296467749       ";"00    ";SUMINISTROS H PARRA C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"296520968       ";"00    ";SIN FRONTERAS COMPANY INTERNACIONAL SF, C.A;OFICINA
"296555672       ";"00    ";PROYECTOS Y DISEÑOS DE VENEZUELA, C.A;OFICINA
"296557250       ";"00    ";AUTO ACCESORIOS MATRIX C.A.;LENIN GONZALEZ
"296573425       ";"00    ";GRUPO CONERSA C.A.;OFICINA
"296592314       ";"00    ";REPRESENTACIONES BARUM C.A.;JOEL PETIT
"296596824       ";"00    ";INVERSIONES LOBO MOTOR`S, C.A;STEFANNY JUDITH DUARTE ALAMBARRIO
"296606358       ";"00    ";LA CEIBA TIRE SHOP II, C.A.;MARIO VILORIA
"296608601       ";"00    ";INVERSIONES SAMT C,A.;OFICINA VALENCIA
"296612292       ";"00    ";REPRESENTACIONES NXT, C.A.;FRANCISCO CARVAJAL
"296661636       ";"00    ";TRANSPORTES POTENZA, C.A;OFICINA/ LUIS PULIDO
"296662134       ";"00    ";TIRE CENTER LA CASTELLANA II, C.A.;JOHENDER GIRO
"296706395       ";"00    ";TOYOMAQUINAS C.A.;JOSE FELIX ALVAREZ
"296713006       ";"00    ";TODO AUTO DEL CENTRO C.A.;ELVIS MERCADO
"296749213       ";"00    ";M.P. INVERSIONES C.A.;LENIN GONZALEZ
"296790280       ";"00    ";GRUPO SANDOVAL AS C.A;MERCADEO
"296839689       ";"00    ";HINO MOTORS DE VENEZUELA C.A.;OFICINA
"296868492       ";"00    ";CAUCHERA LA TINAJA, C.A.;IVAN MACUCHA
"296879559       ";"00    ";SERVIPICA LP C.A.;JOEL PETIT
"296916926       ";"00    ";RUSTICANA GARDEN (VILLAS);OFICINA
"296946191       ";"00    ";CENTRO DE LUBRICACION LIFE IN MOTION 2008,C.A.;RODRIGUEZ JOSE GERARDO
"297051627       ";"00    ";MULTISERVICIOS LA GUAIRITA PRIX, C.A.;JOHENDER GIRO
"297070230       ";"00    ";AKOX C.A.;LENIN GONZALEZ
"297099760       ";"00    ";DISTRIBUIDORA MAURICAR 2009 C.A.;DOUGLAS BOCOURT
"297104585       ";"00    ";MEGA OBRAS SUCRE, C.A.;OFICINA
"297190384       ";"00    ";TIRELAND C.A.;OFICINA
"297203087       ";"00    ";COMERCIALIZADORA RIVERCAUCHOS, C.A.;ERNESTO PINEDA
"297209181       ";"00    ";INVERSIONES GIL GIL, C.A.;ELVIS MERCADO
"297254803       ";"00    ";AUTO PARTES ELECTRO IMPORT C.A;RODRIGUEZ JOSE GERARDO
"297282297       ";"00    ";SERVICAUCHOS GRAN SABANA C.A.;RM OFICINA
"297290206       ";"00    ";INVERSIONES SERALUB, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"297312412       ";"00    ";"AUTOREPUESTOS Y ACCESORIOS ""'WINTON""' C.A";ALEXANDER JOSE MALPICA GARCIA
"29731901        ";"00    ";MELVIS GONZALEZ;OFICINA
"297332316       ";"00    ";MULTISERVICIOS ROMALI, C.A.;OFICINA
"297339930       ";"00    ";AUTO LAVADO FLAMINGO, C.A;STEFANNY JUDITH DUARTE ALAMBARRIO
"297345868       ";"00    ";DISTRIBUIDORA TONY RINES VALENCA C.A.;JOSE FELIX ALVAREZ
"297347801       ";"00    ";TOY MASTER, C.A.;ALEXANDER REVEROL
"297381066       ";"00    ";LA CASA DEL NEUMATICO C.A.;FRANCISCO CARVAJAL
"297419748       ";"00    ";MULTISERVICIOS SOUBLETTE A.C. C.A.;LENIN GONZALEZ
"297482083       ";"00    ";AUTO REPUESTOS Y SERVICIOS LA COMPETENCIA CARS SHOP C.A;GABRIEL RAMIREZ
"297483357       ";"00    ";WILLEST, C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"297496289       ";"00    ";FANTASY AUTO CARS C.A.;ERNESTO PINEDA
"297560572       ";"00    ";NAZARENO EXPRESS C.A.;JOSE FELIX ALVAREZ
"297574450       ";"00    ";MEDIDAS ESPECIALES TIRES C.A.;JOSE FELIX ALVAREZ
"297584730       ";"00    ";J.J 23 AUTOMOTRIZ, C.A.;"pendiente "
"297594493       ";"00    ";SERVICIOS Y MAQUINARIAS G Y G C.A.;VENTAS PICAR
"297717536       ";"00    ";IOCE, C.A.;MERCADOLIBRE
"297727957       ";"00    ";CORPORACION GP MOTORS C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"297746080       ";"00    ";INVERSIONES GEC, C.A.;OFICINA
"297810579       ";"00    ";MULTISERVICIOS EL HOBBY S & G, C.A.;ALEXANDER JOSE MALPICA GARCIA
"297871942       ";"00    ";INVERSIONES MD IMPORT C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"297923250       ";"00    ";MULTISERVICIOS EL ROSAL C.A.;LENIN GONZALEZ
"297938591       ";"00    ";INVERSIONES CASTESAN, C.A.;YOSCAIDI CHACON
"297963065       ";"00    ";CENTRO AUTOMOTRIZ J.A. MOTOR´S, C.A.;ALEXANDER REVEROL
"297973699       ";"00    ";AUTO REPUESTOS FRANIC C.A;ALEXANDER JOSE MALPICA GARCIA
"297974091       ";"00    ";FUNDICION KEPUY MERU C.A.;FELIX URBINA
"297992367       ";"00    ";DISTRIBUIDORA PINOS 181297 C.A.;GABRIEL RAMIREZ
"298011998       ";"00    ";AUTOS VIP LAS MERCEDES C.A.;FRANCISCO CARVAJAL
"298045990       ";"00    ";CONDOMINIO RESIDENCIAS 4033 PARK;OFICINA/ LUIS PULIDO
"298070234       ";"00    ";PAVEO CARS C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"298074604       ";"00    ";REPUESTOS ITALY CAR S C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"298085320       ";"00    ";INVERSIONES CUICAUCHO JAS C.A.;LENIN GONZALEZ
"298177284       ";"00    ";AUTOLAVADO IMPECABLE VIP, C.A.;FREDDY EGUI
"298179058       ";"00    ";INVERSIONES POLANCO 3000 C,A,;LENIN GONZALEZ
"298189398       ";"00    ";FILTROS LUBRICANTES Y  PARTES ELECTRICAS EL 79 C.A.;ELVIS MERCADO
"298199563       ";"00    ";CAUCHOCASION, C.A.;OFICINA
"298210788       ";"00    ";IGM REPUESTOS, C.A.;"pendiente "
"298243066       ";"00    ";CAUCHOS Y MOTOS HNOS ARDILES C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"298244701       ";"00    ";INVERSIONES SEBRIAN 17 C.A.;KARELLYS CAROLINA RUIZ LOMBANO
"298244801       ";"00    ";INVERSIONES SEBRIAN 17, C.A.;DORIALIS MUCHELL
"298246529       ";"00    ";INVERSIONES JR & JC, C.A;OFICINA/ LUIS PULIDO
"298263938       ";"00    ";REPUESTOS SURTIMOVIL, C.A;ALEXANDER JOSE MALPICA GARCIA
"298321768       ";"00    ";MULTI SERVICIOS M & Y C.A.;OFICINA
"29832518        ";"00    ";FRANYER HERNANDEZ;JOSE FELIX ALVAREZ
"298331500       ";"00    ";MCM 30 AUTOPARTES C.A.;GABRIEL RAMIREZ
"298368315       ";"00    ";ACCESORIOS Y LUBRICANTES LA ISLA R.T. C.A.;HEMIL GUERRERO
"298381787       ";"00    ";INVERSIONES PABLITO C.A.;OFICINA
"298388315       ";"00    ";ACCESORIOS Y LUBRICANTES LA ISLA RT, C.A.;"pendiente "
"298423285       ";"00    ";ASOCIACION COOPERATIVA KOREVAL R.L;YOSCAIDI CHACON
"298451645       ";"00    ";ITAL-LUB, C.A.;LUIS CARRILLO
"298480416       ";"00    ";MULTIREPUESTOS CHAKAO C.A.;JOSE FELIX ALVAREZ
"298481900       ";"00    ";DEVENALSA DESHIDRATADORA VENEZOLANA DE ALIMENTOS S.A;OFICINA
"298549386       ";"00    ";DROGUERIA ALEX, C.A;OFICINA
"298555190       ";"00    ";CONSTRUCTORA E.W. 2010 C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"29857971        ";"00    ";SERVICIOS INTEGRALES ADMT100 C.A.;OFICINA
"298579714       ";"00    ";SERVICIOS INTEGRALES ADMT 100, C.A.;OFICINA/ LUIS PULIDO
"298615737       ";"00    ";MIX TIENDAS TREBOL, C.A.;FRANCISCO CARVAJAL
"298619228       ";"00    ";REPUESTOS MATA LIDER C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"298623713       ";"00    ";NEUMATICOS GUIA C.A.;MARIA ESCORIHUELA
"298625295       ";"00    ";IMPORTADORA SPEDD 7, C.A;GABRIEL RAMIREZ
"29865095        ";"00    ";PEDECA ORIENTE, C.A.;OFICINA
"298656980       ";"00    ";IMPO CAR'S C.A;KELLENYN GRITTA SAKKAL GUERRERO
"298782099       ";"00    ";SERVICIOS ESPECIALES 2012 C.A.;OFICINA
"298834587       ";"00    ";DISTRIBUIDORA AHMADAD 57 C.A.;GABRIEL RAMIREZ
"298849754       ";"00    ";MULTISERVICIOS H4 C.A;YANIRIA ADRIANA GUTIERREZ PEREZ
"298852089       ";"00    ";SPEEDY CARS C.A.;GABRIEL RAMIREZ
"298853999       ";"00    ";SUMINISTROS Y ACCESORIOS VENECAR ARAGUA, C.A.;RICARDO NATERA
"298860006       ";"00    ";CENTRO CAUCHOS LAS PALMAS C.A.;JOSE FELIX ALVAREZ
"298882093       ";"00    ";INVERSIONES RUEDIGOMAS C.A;IVAN MACUCHA
"298889381       ";"00    ";AUTO ELECTRICOS H3, C.A.;CINDY ORTIZ
"298903929       ";"00    ";AUTO REPUESTO EL ESFUERZO DE ROA, C.A;RODRIGUEZ JOSE GERARDO
"298905450       ";"00    ";NEUMATICOS LA REDOMA, C.A.;IVAN MACUCHA
"298941146       ";"00    ";CENTRO AUTOMOTRIZ MIRAMAR 1976 C.A.;FREDDY EGUI
"298946032       ";"00    ";INVERSIONES TOMASANCA 47, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"298962020       ";"00    ";MULTIAUTOS EXITO 2200 C.A.;LENIN GONZALEZ
"298971738       ";"00    ";CORPORACION ODNOS, C.A.;OFICINA/ LUIS PULIDO
"298994932       ";"00    ";GRUPO IZOTE C.A.;FRANCISCO CARVAJAL
"298995947       ";"00    ";SUMINISTROS MERIDIAN, C.A.;JOHENDER GIRO
"299016101       ";"00    ";ENERGY MEDIA 2804 C.A.;JOHENDER GIRO
"299070491       ";"00    ";SERVICAUCHOS GUTI CARS 07, C.A.;OFICINA
"299076295       ";"00    ";INVERSIONES JOAO D ABREU C.A.;RICARDO NATERA
"299088714       ";"00    ";SUSPENSION Y ACCESORIOS NAGUANAGUA 4X4 C.A;OFICINA
"299094226       ";"00    ";INVERSIONES Y REPUESTOS ARAQUE MOLINA C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"299117331       ";"00    ";PISTON CAR'S CAGUA, C.A;ALEXANDER REVEROL
"29914307        ";"00    ";RIDGE LEAT MINERIA;OFICINA
"299200468       ";"00    ";DISTRIBUIDORA JUANCAUCHOS S.A.;FRANCISCO CARVAJAL
"299217697       ";"00    ";LUBRIFILTROS Y REPUESTOS MUNDO C.A.;YOSCAIDI CHACON
"299226149       ";"00    ";TRANSPORTE  CABLE S.R.L.;DOUGLAS BOCOURT
"299236420       ";"00    ";DISTRIBUIDORA TRANSPORTECAUCHO, C.A.;FRANCISCO CARVAJAL
"299251755       ";"00    ";FOUR FRANCE, C.A;DORIALIS MUCHELL
"299306720       ";"00    ";LUBRIREPUESTOS YA, C.A.;OFICINA
"299361216       ";"00    ";CORPORACION QUALITY YACHTS, C.A;PAOLO FALCONE
"299364525       ";"00    ";SERVIFRENOS LA VICTORIA, C.A;ALEXANDER REVEROL
"299374164       ";"00    ";INVERSIONES ANDIYETN, C.A;MARIALEXANDRA MEDINA ESCALANTE
"299438464       ";"00    ";REPUESTOS JECAR S, C. A;KELLENYN GRITTA SAKKAL GUERRERO
"299461520       ";"00    ";INVERSIONES STYLING FASHION JV C.A.;JOHENDER GIRO
"299528404       ";"00    ";R & R CONSULTORES Y SERVICIO DE CARGA C.A.;KARELLYS CAROLINA RUIZ LOMBANO
"299540811       ";"00    ";AUTOSERVICIOS AUTOSHOCK C.A.;FRANCISCO CARVAJAL
"29954732        ";"00    ";DORILA DE MAFLA;OFICINA
"299631949       ";"00    ";LUBRICANTES TURMERO 2010, C.A.;ALEXANDER REVEROL
"299762857       ";"00    ";INVERSIONES R.A.B.A., C.A.;OFICINA
"299765805       ";"00    ";MULTISERVICIOS DACARS C.A.;JOSE FELIX ALVAREZ
"299780154       ";"00    ";ASOCIACION COOPERATIVA NUEVO MUNDO 2010;OFICINA/ LUIS PULIDO
"299803596       ";"00    ";METALKCC C.A.;OFICINA
"299805130       ";"00    ";DISTRIBUIDORA DE REPUESTOS SAN DIEGUITO, CA;YOSCAIDI CHACON
"299872326       ";"00    ";SERVICAUCHOS RING 15 C.A.;LENIN GONZALEZ
"299878103       ";"00    ";SV 3000, C.A.;DORIALIS MUCHELL
"299901253       ";"00    ";DISTRIBUIDORA DE REPUESTOS A.D LA CARIDAD, C.A;DORIALIS MUCHELL
"299924920       ";"00    ";RAPID SERVICE TALVA C.A.;LENIN GONZALEZ
"299985530       ";"00    ";MULTICAUCHOS UNARE C.A.;OFICINA
"300204758       ";"00    ";EXPRESOS DEL MAR C.A;"pendiente "
"300294757       ";"00    ";TALLER MECANICO LAS POLONIAS S.R.L.;LENIN GONZALEZ
"300436365       ";"00    ";CAUCHOS Y ACCESORIOS RALLY SPORT C.A.;LENIN GONZALEZ
"300527484       ";"00    ";AUTOMOTRIZ COL-MANA C.A;RODRIGUEZ JOSE GERARDO
"300565378       ";"00    ";ESTACION DE SERVICIOS LIS-MAC C.A.;ERNESTO PINEDA
"300690733       ";"05    ";OFICINA TECNICA REYA C.A.;RM OFICINA
"300693198       ";"00    ";ADMINISTRADORA 55-55 C.A.;OFICINA
"300712737       ";"00    ";EUROMERCADO C.A;MARCELO SERINO
"300737020       ";"00    ";INVERSIONES ENTREPRENUR C.A.;LENIN GONZALEZ
"301045556       ";"00    ";INVERSIONES MACONAMA C.A.;LENIN GONZALEZ
"301170903       ";"00    ";INVERSIONES HERYOL,C.A;FELIX URBINA
"301182642       ";"00    ";DISTRIBUIDORA ATLANTIS C.A.;OFICINA
"301216725       ";"00    ";MORO-MIX C.A.;REYNALDO HAHN
"301369114       ";"00    ";TINTORERIA DE LUJO PALMITEX, C.A.;FRANCISCO CARVAJAL
"301427120       ";"00    ";DANIEL DJUKIC HERNANDEZ;PAOLO FALCONE
"301537742       ";"00    ";RESTAURANT SAGITARIO C.A;RODRIGUEZ JOSE GERARDO
"301590163       ";"00    ";ASERRADERO TAGUANES C.A.;JOEL PETIT
"301607660       ";"00    ";AUTO ACCESORIOS LA AUXILIADORA C.A.;LENIN GONZALEZ
"301722167       ";"00    ";PUERTOS DE SUCRE S.A.;FRANCISCO CARVAJAL
"301724739       ";"03    ";CONSTRUCCIONES Y PROYECTOS MAKA C.A.;RM OFICINA
"301770331       ";"00    ";CAR¨S BOUTIQUE C.A.;JAVIER RODRIGUEZ
"3019127         ";"00    ";LUIS GAMBOA;OFICINA
"301993667       ";"00    ";CAUCHOS LAS CIENCIAS, C.A.;FRANCISCO CARVAJAL
"3020863         ";"00    ";VICTOR REYES LANZA;JOSE FELIX ALVAREZ
"302115221       ";"00    ";SUPER CAUCHOS BARCELONA C.A.;IVAN MACUCHA
"302218381       ";"00    ";ASOCIACION NACIONAL DE CULTIVADORES AGRICOLAS (ANCA);JOSE FELIX ALVAREZ
"302313406       ";"00    ";IGLESIA EVANGELICA LIBRE ENMANUEL;REYNALDO HAHN
"302322618       ";"00    ";DISTRIBUIDORA E IMPORTADORA ARREDO X-PRESS, C.A;OFICINA
"302353246       ";"00    ";PALL FERRETERIA C.A.;OFICINA
"302357403       ";"00    ";DISTRIBUIDORA DE CAUCHOS PUENTE BOLIVAR C.A;JOEL PETIT
"302370884       ";"00    ";TORNILLOS Y RODAMIENTOS SAN ANTONIO C.A.;RODRIGUEZ JOSE GERARDO
"302377676       ";"00    ";GUARICAUCHO C.A.;MARCELO SERINO
"302378079       ";"01    ";ALMACENADORA MERCADUANA, C. A.;RM OFICINA
"3024255417      ";"00    ";REPUESTOS NINO C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"302492920       ";"00    ";AGETRAMIT AGENTES ADUANALES, C.A.;OFICINA/ LUIS PULIDO
"302630029       ";"00    ";BANSEGURO-2000, CORRETAJE DE SEGUROS, C.A;OFICINA
"302648785       ";"00    ";FERREAGRO EL TIGRE C.A.;IVAN MACUCHA
"302765790       ";"00    ";PR PLASTICOS, C.A.;OFICINA
"302834570       ";"00    ";ACIDOS Y MINERALES DE VENEZUELA, C.A.;IVAN MACUCHA
"302839688       ";"00    ";REPUESTOS REGONSA C.A.;LENIN GONZALEZ
"302890632       ";"00    ";CAUCHERA BELLA VISTA C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"302900140       ";"00    ";SERGAMA, C.A;OFICINA/ LUIS PULIDO
"302943116       ";"00    ";DISTRIBUIDORA PRIME C.A.;OFICINA
"302944783       ";"00    ";DISTRIBUIDORA NACIONAL BURGUER DEL CENTRO C.A.;JOSE FELIX ALVAREZ
"30296436        ";"00    ";SANDERLI PIRELA;DOUGLAS BOCOURT
"303013708       ";"00    ";TRANSPORTE PARMA C.A.;OFICINA
"303044760       ";"00    ";GANADERIA CARRIZALEZ C.A.;LENIN GONZALEZ
"303090745       ";"00    ";ESTACION DE SERVICIO SANTA RITA C.A;RODRIGUEZ JOSE GERARDO
"303142702       ";"00    ";SUPER CAUCHO LA PORTELA C.A.;FRANCISCO CARVAJAL
"303202314       ";"00    ";RADIAL SUPER GOMA C.A.;JOHENDER GIRO
"303222447       ";"00    ";INSUMOS Y MATERIALES PETROLEROS C.A.;IVAN MACUCHA
"30330363        ";"00    ";CARLOS LARA;OFICINA
"303365059       ";"00    ";CARLOS EDUARDO SILVA ARIZA;DORIALIS MUCHELL
"303421245       ";"00    ";SUPER CAUCHO LAS GARZAS, C.A.;ERNESTO PINEDA
"303489060       ";"00    ";YARICAL C.A.;JOEL PETIT
"303574190       ";"00    ";CORPOMOTRIZ LOS SALIAS C.A.;LENIN GONZALEZ
"303605311       ";"00    ";REPRESENTACIONES PENOV, C.A.;GABRIEL RAMIREZ
"303668402       ";"00    ";CAUCHOS LA BOMBILLA C.A.;GABRIEL RAMIREZ
"303755879       ";"00    ";DISTRIBUIDORA LIBCOM DE VENEZUELA C.A.;GABRIEL RAMIREZ
"303792146       ";"00    ";EST.DE SERV.MARINOS TUCACAS C.A;RICARDO NATERA
"303813658       ";"00    ";CENTRO DE DISECTOMIA PERCUTANEA S.A.;JOSE FELIX ALVAREZ
"303836216       ";"00    ";COCA-COLA FEMSA DE VENEZUELA, S.A.;OFICINA
"303994911       ";"00    ";AEROPOSTAL ALAS DE VENEZUELA C.A.;FRANCISCO CARVAJAL
"304042868       ";"00    ";AUTO BRANMAR, C.A.;OFICINA
"304048343       ";"00    ";SERVICIOS ONERES C.A.;GABRIEL RAMIREZ
"304052790       ";"00    ";SUVALCAR C.A;OFICINA
"304071566       ";"00    ";CONSTRUCCIONES Y ASFALTOS ORIENTALES, C.A.- ASFORCA;IVAN MACUCHA
"304087012       ";"00    ";LAVADO Y ENGRASE LAS BREÑAS CA (LAVADO Y ENGRASE LAS BREÑAS C.A.);RODRIGUEZ JOSE GERARDO
"304115440       ";"00    ";CONSTRUCCIONES MANTENIMIENTOS Y SERVICIOS RIANDA C.A.;IVAN MACUCHA
"304150776       ";"00    ";COLCHOGANGA NORTE, C.A.;MARCELO SERINO
"304165412       ";"00    ";D ALTO SHOP, C.A.;FRANCISCO CARVAJAL
"304218427       ";"00    ";ASFALTO LA CANDELARIA C.A.;IVAN MACUCHA
"304315350       ";"00    ";EL PARAISO DE LAS ALARMAS C.A.;GABRIEL RAMIREZ
"304423918       ";"00    ";GRUPO LA RUEDA C.A.;MARIA ESCORIHUELA
"304461771       ";"00    ";MEGAN TRANSPORTES C.A.;OFICINA
"304554249       ";"00    ";CAUCHERA M.D.C. 699 C.A.;GABRIEL RAMIREZ
"304556977       ";"00    ";AUCROM S.A.;JUVEMIR TORCAT
"304594879       ";"00    ";CAUCHOS MIROGO C.A.;JOHENDER GIRO
"304713703       ";"00    ";AUTO SPORT S.A.;FRANCISCO CARVAJAL
"304791275       ";"01    ";COMERCIALIZADORA TECNAVAL C.A.;RM OFICINA
"304819722       ";"00    ";MONTACARGAS CARACAS MON-CAR C.A.;JOSE FELIX ALVAREZ
"304859058       ";"00    ";CORPORACION AXO, C.A;DOUGLAS BOCOURT
"304876688       ";"00    ";CAUCHOS CALIFORNIA, C.A.;JOHENDER GIRO
"304884326       ";"00    ";TALLER JOSGUICAR C.A.;LENIN GONZALEZ
"304892969       ";"00    ";SERVILLANTAS CALABOZO C.A.;JOSE FELIX ALVAREZ
"304915039       ";"00    ";MAQUINARIAS GIANPRO C.A.;IVAN MACUCHA
"304915330       ";"00    ";G.C. AUTOPARTES C.A.;IVAN MACUCHA
"304958323       ";"00    ";CAUCHOS EL GUAYABO, C.A.;FRANCISCO CARVAJAL
"304966188       ";"00    ";MANUJEL ALEJANDRO SARAIVA MAYOR;JUVEMIR TORCAT
"305006938       ";"00    ";APT TECNOLOGIA Y SISTEMAS C.A.;OFICINA
"305019967       ";"00    ";PEÑA GUERRA INGENIERIA, C.A.;FRANCISCO CARVAJAL
"305020760       ";"00    ";REENCAUCHADORA TRUJILLO C.A.;RM OFICINA
"305094977       ";"00    ";STEAA PARTS, C.A.;OFICINA
"305205744       ";"00    ";LUBRICANTES Y ACCESORIOS LA PARROQUIA, C.A;GABRIEL RAMIREZ
"305243549       ";"00    ";TRUCK TIRE CENTER MATANZAS C.A.;RM OFICINA
